filenm,emotion,text,labels
M_004720,불안,친구들은 다 차가 있는데 나만 없는 것 같아 왠지 불안하네.,3
M_004721,불안,이래 가지고 내 집을 살 수나 있을지 모르겠어. 불안해.,3
M_004722,불안,친구가 술만 마시면 우는데 나도 울 것만 같네.,3
M_004723,불안,난 성격이 내성적이라서 사람들과 접촉하는 걸 싫어해.,3
M_004724,불안,난 가끔 내가 남잔데 왜 이렇게 남자답지 못한 건지 불안한 게 있어.,3
M_004725,불안,소개팅을 할 때마다 실패를 해서 내가 혹시 문제가 있는 건지 불안해.,3
M_004726,불안,사람 관계에서 항상 신경을 쓰다 보니 제대로 일을 못 해서 불안해.,3
M_004727,불안,사회에 너무 일찍 나와서 그런지 내 고민을 함께 나눌 사람이 없는 것 같아.,3
M_004728,불안,애인의 집이 부자라는 말을 믿지 못하겠어.,3
M_004729,불안,여자 친구가 나에게 자신의 나이를 속여 말한 것 같아서 불안해.,3
M_004730,불안,아내가 남자와 자주 연락을 하는 것 같아 불안해.,3
M_004731,불안,직장을 다니는 여자 친구가 돈을 너무 헤프게 써서 빚까지 있는 것 같아.,3
M_004732,불안,아내가 내게 무언가를 숨기고 있는 것 같아 불안해.,3
M_004733,불안,여자 친구가 나에게 휴대폰을 보여주지 않아. 무언가를 숨기는 걸까 불안해.,3
M_004734,불안,여자 친구에게 모르는 번호로 연락이 오는 것을 보면 불안해. 계속 신경이 쓰여.,3
M_004735,불안,아내가 나에게 애교를 부렸어. 무언가 비싼 물건을 사서 숨기려고 하나 봐.,3
M_004736,불안,아내가 가계를 전혀 관리하지 않는 것 같아 불안해.,3
M_004737,불안,아이들이 결혼하고 집사람과 둘이 살게 되면 쓸쓸할 것 같아.,3
M_004738,불안,핸드폰을 꺼내 놓고 공부하겠다고 하더니만 다시 제 방으로 가지고 들어가더라고.,3
M_004739,불안,아이들이 유학을 갔는데 아내도 따라갔어. 집에 돌아와도 반겨주는 사람이 아무도 없어.,3
M_004740,불안,아이들을 유학 보내고 아내도 아이들과 외국으로 나가버렸어. 집에 돌아와도 반겨주는 사람이 아무도 없어.,3
M_004741,불안,아내가 이혼하자고 요구를 해서 너무 놀랐어. 그동안 별일 없이 지냈다고 생각했는데 말이야.,3
M_004742,불안,지갑에 돈이 사라졌어.,3
M_004743,불안,어제 집사람과 언쟁이 좀 있었서 기분이 좋지않네.,3
M_004744,불안,지금까지 아이들을 위해서만 산 것 같아서 아쉬워. 애들은 내가 고생한 거 알아주지도 않으니.,3
M_004745,불안,결혼을 왜 했나 싶어.,3
M_004746,불안,요즘 아내와 자주 다퉈.,3
M_004747,불안,아들이 이대로 성장하면 폭력적인 성격이 될 것 같아. 바뀔 수 없을까 봐 두려워.,3
M_004748,불안,딸이 놀기만 하고 뭘 할 생각이 없어. 뭐가 되려고 하는지 걱정이야.,3
M_004749,불안,딸이 남자 친구가 있다는 사실을 나에게 숨기는 것 같아. 너무해.,3
M_004750,불안,항암치료를 해도 차도가 없어. 아무래도 회복되지 않을 것 같아.,3
M_004751,불안,나이는 들어가는데 무슨 운동이라도 해야 하지 않을까 생각이 들어.,3
M_004752,불안,최근 너무 건강이 안 좋아졌어.,3
M_004753,불안,나이가 갱년기에 도래하니 사는 게 힘들고 앞으로 살아가기가 싫네.,3
M_004754,불안,폐병이 나서 회의적이야.,3
M_004755,불안,요즘 비타민 등 건강보조식품을 먹는데 효능이 있을까?,3
M_004756,불안,너무 건강에 신경 쓰지 못해 후회가 돼.,3
M_004757,불안,건강관리를 못해서 많이 후회가 돼.,3
M_004758,불안,나는 더는 이룰 것이 없는 것 같아.,3
M_004759,불안,오늘 날씨가 비가 올 것 같다.,3
M_004760,불안,건강에 회의적이야.,3
M_004761,불안,모임에서 친구들이 하자는 대로 따르기는 하지만 사실 옳은 선택이 맞는지 의심이 돼.,3
M_004762,불안,요즘 따라 인생 사는 게 무슨 의미가 있나 회의감이 드네.,3
M_004763,불안,친한 친구라고 생각했는데 그 친구 파티에 초대받지 못했네. 솔직히 지금 회의감도 들고 무기력해.,3
M_004764,불안,심각한 고민을 친구에게 말했는데 저번에 얘기하니 기억하질 못하더군. 내 고민이 하찮게 느껴지나 허탈해.,3
M_004765,불안,나는 세상 헛 살았나봐,3
M_004766,불안,돈이 없으니 대인관계도 힘드네.,3
M_004767,불안,오늘 친구한테 만나자고 했는데 거절당했어.,3
M_004768,불안,요즘 친구들 만나는 일에 회의적이야.,3
M_004769,불안,암투병이 길어지면 아내가 떠나지 않을까? 확신이 안서.,3
M_004770,불안,외손주 위해 봐야 아무 소용없다더니. 앞으로 잘 지내긴 틀렸네.,3
M_004771,불안,모임에서 친구들이 하자는 대로 따르기는 하지만 사실 옳은 선택이 맞는지 의심이 돼.,3
M_004772,불안,요즘 따라 인생 사는 게 무슨 의미가 있나 회의감이 드네.,3
M_004773,불안,친한 친구라고 생각했는데 그 친구 파티에 초대받지 못했네. 솔직히 지금 회의감도 들고 무기력해.,3
M_004774,불안,심각한 고민을 친구에게 말했는데 저번에 얘기하니 기억하질 못하더군. 내 고민이 하찮게 느껴지나 허탈해.,3
M_004775,불안,코로나 일구 감염병에 걱정이 많다.,3
M_004776,불안,건강이 좋지 않아 모임이나 애경사에도 자주 참석을 하지 못했더니 사람들이 많이 떠났어.,3
M_004777,불안,수많은 사람들과 교류하고 친분을 쌓고 살아왔는데 이제는 시들해졌어.,3
M_004778,불안,모임에 가면 꼭 회의적인 생각을 하는 사람이 있는 거 같아.,3
M_004779,슬픔,따돌림 당하는 친구가 오늘 함께 있어달라고 했어. 하지만 난 그러지 못했어.,4
M_004780,슬픔,얼마 전 친구가 괴롭힘을 당하고 있었는데 도와주지 못했어.,4
M_004781,슬픔,내가 아이들에게 말실수를 하고 말았어. 아이들이 나를 미워하는 것 같아 후회돼.,4
M_004782,슬픔,친구들과 사이가 멀어지고 말았어. 오해를 풀지 못했거든.,4
M_004783,슬픔,순간 너무 화가 나서 주먹을 쓰고 말았어. 감정이 제어가 안 된 게 후회돼.,4
M_004784,슬픔,반에서 친구가 괴롭힘을 당하고 있었는데 나는 그걸 목격하고도 아무것도 할 수 없었어.,4
M_004785,슬픔,친구가 나와 함께 놀고 싶어 했는데 다른 친구의 제안으로 그 친구를 따돌리고 말았어.,4
M_004786,슬픔,어제 하교하다가 골목에서 왕따당하는 친구를 봤어.,4
M_004787,슬픔,친구가 왕따당하는 걸 알았지만 나도 피해가 올까 봐 함께 왕따를 시키고 말았어.,4
M_004788,슬픔,아이들로부터 괴롭힘을 당했어. 바로 도망쳐야 했지만 너무 무서워 몸이 얼어붙고 말았어.,4
M_004789,슬픔,엄마가 걱정할까 봐 학교에서 잘 지낸다고 했어. 거짓말하지 말았어야 했는데.,4
M_004790,슬픔,친구의 비밀을 지켜주지 못해 친구와 멀어지고 말았어. 그런데 요즘 그 친구가 그리워.,4
M_004791,슬픔,친구들한테 따돌림 당하는 게 속상해서 나도 모르게 형한테 툴툴거린 게 후회돼.,4
M_004792,슬픔,엄마 돌아가시기 전에 사진 찍을 걸 같이 찍은 게 없네.,4
M_004793,슬픔,그날 내가 아빠한테 바닷가 가자고 조르지만 않았어도 같이 있었을 거야.,4
M_004794,슬픔,할머니가 차려준 아침을 먹고 가라고 한 걸 안 먹고 나왔더니 배가 고프네.,4
M_004795,슬픔,할아버지 댁에 안 가고 혼자 남았는데 형이 용돈을 많이 받아온 걸 보니 후회되네.,4
M_004796,슬픔,할머니가 돌아가시기 전날 나한테 전화하셨는데 받지 않았던 게 너무 후회돼.,4
M_004797,슬픔,엄마가 이렇게 엉망인 사람인 줄 알았다면 아빠랑 같이 살걸 그랬어.,4
M_004798,슬픔,부모님이 싸우고 이혼하려 할 때 내가 아무 것도 안했던 것이 후회 돼.,4
M_004799,슬픔,엄마한테 다신 안 본다고 소리치고 나왔다.,4
M_004800,슬픔,아빠가 살아계실 때 더 잘 해드려야 했어. 그러지 못해서 슬퍼.,4
M_004801,슬픔,이모에게 선물을 드리고 싶었는데 이모가 큰 사고를 당해서 너무 슬프고 후회돼.,4
M_004802,슬픔,친구한테 하고 싶은 말이 있었는데 솔직하게 말을 하지 못해 슬프고 후회가 돼.,4
M_004803,슬픔,기분이 나빠도 그냥 넘어간 내가 바보 같아서 슬퍼.,4
M_004804,슬픔,학생 때 공부를 왜 더 안 했는지 모르겠어서 슬프고 후회가 돼.,4
M_004805,슬픔,부모님께 사랑한다는 말을 더 많이 하지 못해서 후회가 돼.,4
M_004806,슬픔,학창시절 내가 괴롭힌 친구가 나를 찾아와서 화를 내며 울었는데 스스로 너무 후회 돼.,4
M_004807,슬픔,학생 때 더 공부를 열심히 하지 않아 더 좋은 대학에 가지 못해 후회가 돼.,4
M_004808,슬픔,좋아하는 사람에게 고백이라도 해볼 걸 안 한 게 바보같이 느껴지고 후회가 돼.,4
M_004809,슬픔,나를 무시하는 친구에게 화를 내지 못하고 넘긴 게 자꾸만 생각나서 너무 후회 돼.,4
M_004810,슬픔,나를 잘 챙겨줬던 사람들에게 고맙다는 인사를 제대로 못한 것 같아 후회가 돼.,4
M_004811,슬픔,의도하지 않았지만 친구에게 상처를 줘서 후회가 돼.,4
M_004812,슬픔,예전에 마음에 둔 친구가 나를 좋아했다는 사실을 이제야 알았어.,4
M_004813,슬픔,아내의 성격에 대해서 다 안다고 생각했는데 이럴 줄 알았다면 결혼하지 말걸 하는 후회가 밀려오네.,4
M_004814,슬픔,나의 젊은 시절 다른 여자와 함께 찍은 사진을 안 버리고 숨겼다가 아내에게 걸려서 싸웠어.,4
M_004815,슬픔,요즘은 지금의 여자 친구와 좀 더 일찍 헤어졌어야 했다는 후회가 드네.,4
M_004816,슬픔,결혼 전 부모님이 아내를 보시고 결혼하지 말라고 하셨는데 그 말을 안들은 게 후회돼.,4
M_004817,슬픔,내가 정신이 나갔는지 한 순간 욱해서 아내를 때렸어. 내 자신이 원망스럽네.,4
M_004818,슬픔,친구들이 내게 가까이 하지 말라고 했던 사람이 나한테 사기를 쳤어.,4
M_004819,슬픔,주변 사람들과의 인간관계에 너무 많이 신경 쓰면서 살아온 것 같아.,4
M_004820,슬픔,새벽에 친구를 불러냈는데 친구가 날 만나러 오는 길에 교통사고를 당했어.,4
M_004821,슬픔,개인사를 털어놓았더니 약점이 되어버려서 얘기한 걸 후회했어.,4
M_004822,슬픔,아내와 사별하고 나니 같이 여행 한번 제대로 다녀오지 못한 것 같아서 너무 슬퍼.,4
M_004823,슬픔,아들이 학교 폭력에 연루되었다는 걸 알았을 때 확실하게 교육을 시켰어야 했어.,4
M_004824,슬픔,그동안 아내에게 내가 너무 무심했던 것 같아서 후회가 돼.,4
M_004825,슬픔,딸이 해보고 싶은 게 있다고 했을 때 제대로 지원해 주지 않은 것이 후회가 돼.,4
M_004826,슬픔,아이들 생일 때 마음에 드는 선물을 해 줄 수 있었는데 조금 후회되는 부분이 있네.,4
M_004827,슬픔,아들에게 커피 심부름을 시킨 것 때문에 다친 건 아닌지 후회가 돼.,4
M_004828,슬픔,아이들 생일 때라도 회사에서 일찍 퇴근해서 가족과 시간을 보내지 않은 게 후회가 되네.,4
M_004829,슬픔,생각해보면 아내를 행복하게 해주겠다는 약속을 거의 지키지 못한 거 같아.,4
M_004830,슬픔,아내가 아침밥을 챙겨 줬는데 바쁘다는 핑계로 안 먹었더니 아내가 기분이 많이 상했나 봐.,4
M_004831,슬픔,아내가 주식은 절대 하지 말라고 했는데 몰래 했다가 망했어.,4
M_004832,슬픔,아들이 실업계 고등학교를 가서 빨리 취업하고 싶다고 했는데 그렇게 하라고 할 걸 그랬어.,4
M_004833,슬픔,아들이 힘들다고 고민을 털어놓은 적이 있는데 내가 너무 대수롭지 않게 생각했었나 봐.,4
M_004834,슬픔,대학에 다니는 딸이 하나 있는데 요즘 대화가 잘 안 돼서 힘들어.,4
M_004835,슬픔,애들과 많은 시간을 보내지 못해 미안해.,4
M_004836,슬픔,부부관계는 아무리 좋은 조언을 해 줘도 부부 당사자들의 문제야. 그래서 관여해서는 안 된다는 걸 알았어.,4
M_004837,슬픔,아침에 아들이 하는 말을 들으니 참 후회가 되네.,4
M_004838,슬픔,어제 부부싸움을 했는데 못 풀고 출근했네. 내가 참아야 했는데 후회돼. ,4
M_004839,슬픔,정년퇴직하고 만성질환은 없지만 대인관계를 걱정하고 있어.,4
M_004840,슬픔,조금이라도 젊었을때 아이들하고 놀아주지 못한걸 후회가 돼.,4
M_004841,슬픔,내가 왜 내 아이한테 공부하라고 했을까. 이제 와서 너무 후회된다.,4
M_004842,슬픔,박 씨가 노인정에서 영양제 먹는 걸 보니 좋아 보이던데 나도 그때 홈쇼핑에서 살걸. 후회되네.,4
M_004843,슬픔,담배를 좀 더 일찍 끊었으면 좋았을 텐데 후회가 되네.,4
M_004844,슬픔,이제부터라도 근력운동을 해야겠어. 몸에 힘이 없어.,4
M_004845,슬픔,여러 치과를 가보고 임플란트를 결정했어야 했는데 후회가 되네.,4
M_004846,슬픔,조금 비싸다는 느낌이 들어 망설이는 바람에 헬스장 모집이 마감되어 아쉬워.,4
M_004847,슬픔,아내가 같이 등산 다니자고 할 때 말을 들을 것을 후회돼.,4
M_004848,슬픔,나 요즘 걱정이 하나 있네. 나이 들면서 건강에 자신이 없어지니까 갑자기 죽음도 생각나고 남은 인생 어떻게 살아야 후회 없는 삶이 될까 하고 잠이 잘 안 오네.,4
M_004849,슬픔,막상 노년에 접어드니 원하지도 않는 일만 하며 살아온 게 후회가 돼.,4
M_004850,슬픔,젊었을 때 여러 가지 운동을 좀 배워놓을걸. 나이가 들었다고 몸이 이렇게 안 따라줄 줄이야 후회되네.,4
M_004851,슬픔,진작 술을 줄일 걸 그랬어. 후회가 되는군.,4
M_004852,슬픔,평소에 건강 좀 챙길 걸 그랬어.,4
M_004853,슬픔,오늘 병원에 갔는데 폐암이래. 너무 슬퍼.,4
M_004854,슬픔,병이 계속 악화하네. 요즘 많은 후회를 하고 있어.,4
M_004855,슬픔,회복이 잘 돼서 다행이야. 고혈압으로 큰일 날 뻔했어. 가족들 말을 들을걸.,4
M_004856,슬픔,친구가 심근경색증으로 상태가 많이 안 좋네. 더 잘해주지 못한 게 후회돼.,4
M_004857,슬픔,병원에 갔더니 간암이래. 진작 아내 말을 들을 걸 후회하고 있어.,4
M_004858,슬픔,병원이 너무 갑갑하다. 진작 말 좀 잘 들을 걸 후회하고 있어.,4
M_004859,슬픔,병원에 가보니 간암이래. 조금 더 일찍 치료할 걸 후회 중이야.,4
M_004860,슬픔,고지혈증으로 병원 신세를 지게 되었어. 고기를 진작 줄일걸 후회 중이야.,4
M_004861,슬픔,디스크 때문에 정말 힘들다. 허리 관리를 잘할걸 후회하고 있어.,4
M_004862,슬픔,인슐린을 제때 놓지 않아서 병원에 후송되었어. 제때 놓을 걸 후회하고 있어.,4
M_004863,기쁨,아빠랑 내기를 했는데 이긴 게 너무 신나서 환호성이 나와.,0
M_004864,기쁨,잃어버린 줄 알았던 강아지가 우리 집에 다시 되돌아 왔어!,0
M_004865,기쁨,합격을 해서 너무 기뻐!,0
M_004866,기쁨,가족들하고 올림픽을 보는데 금메달을 따서 지금 다들 흥분하고 있어.,0
M_004867,기쁨,할머니가 다리를 다쳤었는데 오늘 처음으로 걸음을 떼셨어.,0
M_004868,기쁨,형과 같은 편으로 농구를 해보니 생각보다 호흡이 잘 맞아.,0
M_004869,기쁨,오늘 못 보던 기타가 내 방에 놓여 있어.,0
M_004870,기쁨,운동회 계주로 내가 일등을 했는데 가족들이 정말 좋아해.,0
M_004871,기쁨,이번에 열심히 공부했더니 저번보다 삼십 점이나 올랐어!,0
M_004872,기쁨,이번에 수학 시험에서 백 점을 맞았어! 제일 못했던 과목인데.,0
M_004873,기쁨,어제 시험 볼 때 친구가 내 시험지를 베꼈는데 선생님께 들켜서 혼나고 있어.,0
M_004874,기쁨,방금 내가 틀린 줄 알았던 문제의 답이 복수 정답 처리가 되었다는 말을 들었어. 너무 기뻐.,0
M_004875,기쁨,이번에 대학 입시를 치렀는데 내가 지원한 곳의 발표 시간이 다가오고 있어.,0
M_004876,기쁨,나는 연기 입시를 준비하고 있는데 이번에 연기 선생님께서 무대에 주연으로 세워주겠다고 하셔서 너무 기뻐.,0
M_004877,기쁨,나를 괴롭히던 애들이 학폭위에서 모두 징계 처분을 받았어!,0
M_004878,기쁨,나를 괴롭히던 애들이 학폭위에서 모두 징계 처분을 받았어!,0
M_004879,기쁨,학교 폭력 가해자들이 학교에 안 나오니깐 반 친구들이 내게 말을 걸어주었어!,0
M_004880,기쁨,오늘 너무 화가 나 참지 못하고 싸웠는데 내가 이겼어! 너무 신나!,0
M_004881,기쁨,나도 모르게 어느새 반 아이들끼리 증거를 모아 학교 폭력 가해자들을 고소해 주었어!,0
M_004882,기쁨,이제 모든 왕따 문제가 해결되었대. 선생님이 나를 꼭 안아주셔서 너무 기뻐.,0
M_004883,기쁨,나를 따돌리던 친구들이 내게 다시 말을 걸기 시작해서 마음이 한결 놓였어.,0
M_004884,기쁨,이 회사 들어오길 정말 잘 했어. 오늘 팀원들이랑 배낭여행 왔는데 정말 좋아.,0
M_004885,기쁨,나 구월 한 달 동안 유럽 여섯 개국 정도 돌려고!,0
M_004886,기쁨,오늘 동심을 찾았어. 친구들이랑 교복입고 놀이동산에 왔거든.,0
M_004887,기쁨,드디어 경찰 됐는데 친구가 날 진심으로 축하해주네. 정말 감동이야.,0
M_004888,기쁨,좋아하는 작가님한테 답문 받아서 기뻐. 친구도 같이 기뻐해줬어.,0
M_004889,기쁨,친구가 오늘 시상식에서 내 이름을 불렀어. 너무 감격이야.,0
M_004890,기쁨,내가 제일 좋아하는 연예인이 친구의 사촌이래.,0
M_004891,기쁨,내 친구가 티브이에 나오는 유명 연예인이 되다니. 오래 살고 볼 일이야.,0
M_004892,기쁨,오늘 너무 감동이고 사랑이 넘치는 하루야. 비싼 뮤지컬 표를 친구가 구해줬어.,0
M_004893,기쁨,내 친구랑 같은 회사에서 일하고 있는걸 알았어.,0
M_004894,기쁨,오늘 단체손님이 왔어. 그것도 지인들이.,0
M_004895,기쁨,라디오에서 내 사연을 들은 지인이 연락 왔어.,0
M_004896,기쁨,해냈어! 드디어 우리 부서가 에이 팀을 이겼어!,0
M_004897,기쁨,드디어 그 기업이 우리 회사랑 인수합병이 된대. 굉장해!,0
M_004898,기쁨,이번 프로젝트가 대박이 나서 우리 부서 전원 승진이래.,0
M_004899,기쁨,일 순위였던 회사에 합격했어! 너무 기뻐!,0
M_004900,기쁨,상사에게서 내 발표가 인상적이라는 칭찬을 받았어.,0
M_004901,기쁨,회사에서 이번에 대형 장기 프로젝트를 하는데 내가 리더로 추천 받았어!,0
M_004902,기쁨,이제 동기들에게 겨우 인정받기 시작했어. 원래는 처음부터 날 무시해 왔는데.,0
M_004903,기쁨,얼마 전에 내가 올린 동영상으로 우리 회사가 유명세를 타게 되었어!,0
M_004904,기쁨,간부진들 회식 자리에 초대 받게 되다니. 내 몫을 열심히 하길 잘했어.,0
M_004905,기쁨,큰 애가 서울대에 합격했어. 나 지금 너무 흥분돼.,0
M_004906,기쁨,배우자와 대화를 하면 너무 흥분해서 화가나.,0
M_004907,기쁨,어제 둘째 아들에게 시험공부 안 하냐고 얘기하니 글쎄 아들이 알아서 한다고 문을 콱! 닫아 버려 어찌나 화가 나던지.,0
M_004908,기쁨,퇴근하면 몸과 마음이 지쳐서 가정일에 소극적이 돼. 본의 아니게 자녀에게도 화를 내게 돼.,0
M_004909,기쁨,우리 아들 장기자랑 정말 대단했어!,0
M_004910,기쁨,오늘은 아주 기분이 좋아.,0
M_004911,기쁨,우리 아내 미용실 오픈이 바로 오늘이야! 회사까지 그만두고 하고 싶다던 일에 뛰어들었지.,0
M_004912,기쁨,우리 아들이 이번에 대학을 가는데 전액 장학금을 받는대!,0
M_004913,기쁨,얼마만의 우승이냐! 응원하던 프로야구팀이 이번엔 우승까지 했어. 믿을 수 없어!,0
M_004914,기쁨,오늘 처음으로 아들 학예회를 보러 가. 아들도 엄청 신나 하던데 나도 떨리네.,0
M_004915,기쁨,처음으로 가족들과 해외여행을 가기로 했어. 벌써부터 여행기분이 나고 막 들뜨네.,0
M_004916,기쁨,내가 아들한테 용돈도 다 받아보고. 이제 정말 다 컸나 봐.,0
M_004917,기쁨,딸이 좋아하는 아이돌이 있는데 아내는 싫어해. 그런데 내가 딸한테 콘서트를 데려다 주기로 약속했어.,0
M_004918,기쁨,이번 주말엔 아내랑 오랜만에 데이트를 할거야. 어쩐지 연애 때 기분도 나고 설레는구먼.,0
M_004919,기쁨,오늘 내 첫째 딸 대학 합격 발표날이야. 나도 덩달아 긴장되는데 내색도 못하고 있어.,0
M_004920,기쁨,오늘 내 첫째 딸 대학 합격 발표날이야. 나도 덩달아 긴장되는데 내색도 못하고 있어.,0
M_004921,기쁨,유학 간 아들이 내일 귀국하는데 너무 좋아서 잠이 오질 않네.,0
M_004922,기쁨,몸무게가 오 킬로 줄어들었어.,0
M_004923,기쁨,요즘 헬스장을 다니고 있어. 재미없는데 가야 한다는 게 짜증 나긴 해! ,0
M_004924,기쁨,요즘 건강이 너무 좋아져서 흥분되네.,0
M_004925,기쁨,신체 나이가 내 나이보다 훨씬 어리게 나왔어.,0
M_004926,기쁨,병원에서 정부가 지원이 많아서 아내의 치료비가 얼마 안 나온다고 해서 너무 기뻐.,0
M_004927,기쁨,한약재 가게를 하는 큰형이 가져온다는 한약이 기력 회복에 좋다고 해서 매우 기대가 돼.,0
M_004928,기쁨,평소 마을에서 나와 원수지간이던 유 씨가 천식 때문에 이사를 간다고 해서 정말 다행이야.,0
M_004929,기쁨,회사 동료였던 성 부장이 일자리를 소개해 주겠다고 몸 관리를 잘해두라고 하여 매일 운동을 하고 있어.,0
M_004930,기쁨,올해는 아내의 퇴원 기념으로 온 가족이 휴가를 조정해서 오랜만에 함께 여행을 갈 수 있어서 다행이야.,0
M_004931,기쁨,아내의 기관지염이 다 나아서 애지중지하던 우리 집 강아지들을 다시 데려오려고 가는 길이라 기뻐.,0
M_004932,기쁨,야구를 하다가 팔이 부러졌던 손주가 깁스를 풀게 돼서 좋아하는 치킨집을 예약을 해 놓았어.,0
M_004933,기쁨,아내가 퇴원하는 날 병원에서 돈 가방을 주워서 경찰서에 맡겼는데 오늘 사례금을 준다고 해서 기뻐.,0
M_004934,기쁨,자식들이 보내준 영양제가 효과가 뛰어난지 피로감이 싹 달아나 몸이 한결 가뿐해져서 다행이야.,0
M_004935,기쁨,은퇴 후에 해보고 싶었던 일로 첫 도전을 했던 마라톤에 참여하여 완주해서 정말 기뻐.,0
M_004936,기쁨,일본에서 수술을 받고 오늘 막내딸이 귀국하는 날이라 정말 기뻐.,0
M_004937,기쁨,마을 축제에서 숭어 많이 잡기로 우승해서 삼십 년 된 산삼을 상품으로 받아 너무 기뻐.,0
F_000085,기쁨,선생님께서 매일 나를 괴롭히던 친구를 제대로 혼내주셨어.,0
F_000086,기쁨,오늘 아주 좋은 일이 있었어. 내 친구 민수 덕분에 왕따가 해결됐거든.,0
F_000087,기쁨,엄마가 학교에 찾아와서 내가 당한 폭행에 대해 선생님과 상담하고 학폭위를 열어서 해결할 수 있도록 힘써 주셨어.,0
F_000088,기쁨,날 못살게 굴던 친구들한테 선배가 얘기해서 다 해결됐지 뭐야.,0
F_000089,기쁨,우와. 선생님 짱이야. 선생님하고 상담했더니 그동안 애들로부터 당했던 어려움을 다 해결해주셨지 뭐야.,0
F_000090,기쁨,야호. 이젠 맘 놓고 학교 갈 수 있겠어. 선생님이 돈 뜯어가던 애들을 혼내주셨거든.,0
F_000091,기쁨,내 친구 미나 있잖아. 그 애가 도와줘서 날 괴롭히던 애들이 더 이상 못살게 굴지 않게 됐지 뭐야.,0
F_000092,기쁨,내가 여진이랑 힘들어서 엄마한테 고민을 털어놨더니 먼저 얘기를 해보는 게 어떠냐고 권해주셨어.,0
F_000093,기쁨,우리 반에서 지속적으로 한 아이를 두고 폭력이 일어났었는데 선생님이 훈계를 잘해줘서 근절되었어.,0
F_000094,기쁨,얼마 전에 지수라고 전학 온 애가 있거든? 걔가 내 친구들과 오해를 풀어줘서 화해하게 되었어.,0
F_000095,기쁨,오늘 학교로 찾아오신 부모님 덕분에 친구들이 더 이상 나를 괴롭히지 않을 거야.,0
F_000096,기쁨,아빠의 관심 덕분에 왕따 당하는 것으로 괴로워하던 내가 이제는 친구를 사귈 용기를 얻게 되었어.,0
F_000097,기쁨,어버이날에 부모님께 선물을 고민하다가 감사의 뜻을 담은 손 편지를 써서 드렸어.,0
F_000098,기쁨,언니가 배달 음식을 시켰는데 말하지 않았는데도 내가 먹고 싶은 메뉴를 시켜줬어.,0
F_000099,기쁨,신문을 보니 다른 집은 많이 다투나본데 우리 집은 사이좋고 화목해서 참 좋아.,0
F_000100,기쁨,선생님이 나의 고민을 아시고 나를 부르셨어.,0
F_000101,기쁨,내 학교폭력 문제에 대해 선생님이 적극적으로 나셔주시니 든든해.,0
F_000102,기쁨,따돌림으로 우울했는데 부모님께서 위로해주셨어.,0
F_000103,기쁨,학교폭력으로 힘든 나를 친구가 위로해주었어.,0
F_000104,기쁨,가해자들이 우리 반으로 찾아와서 친구들이 나를 지켜주었어.,0
F_000105,기쁨,내 폭행을 목격한 친구가 무서움에도 학폭위에서 증언을 해주었어.,0
F_000106,기쁨,팀장님이 평상시에 내 업무능력을 좋게 봐주셔서 이번에 승진하게 되었어. 너무 감사하고 기뻐.,0
F_000107,기쁨,졸업 작품 완성도 때문에 고민이었는데 교수님이 도와주셔서 마무리가 잘 된 것 같아. 기쁘고 감사해.,0
F_000108,기쁨,공무원 시험공부를 길게 했는데 이번에 드디어 합격했어. 너무 기쁘고 행복해.,0
F_000109,기쁨,어제 생일이었는데 친구들이 회사 앞에 와서 깜짝 축하 파티를 해줬어. 너무 기뻐.,0
F_000110,기쁨,회사의 매출이 크게 올라서 사장님께서 전 직원에게 보너스를 주셔서 기뻐.,0
F_000111,기쁨,매년 여름 방학 때마다 가족끼리 해외여행을 다녀올 수 있어서 좋아.,0
F_000112,기쁨,과제 발표를 열심히 준비했는데 교수님께서 칭찬을 받아 기뻐.,0
F_000113,기쁨,룸메이트 덕분에 아르바이트를 쉽게 구할 수 있게 되어서 기뻐.,0
F_000114,기쁨,아기가 건강하게 태어날 수 있도록 나를 잘 보살펴준 남편에게 너무 고마워.,0
F_000115,기쁨,시집갈 때까지 잘 키워주신 부모님께 감사해.,0
F_000116,기쁨,남자친구가 내가 걷기 힘들어하는 걸 보고 업어주었어.,0
F_000117,기쁨,아기가 태어난 걸 축하해주신 모든 분께 감사 인사를 드리고 싶어.,0
F_000118,기쁨,출산 후 남편이 수고했다며 병실에서 이벤트를 열어주어서 너무 기뻐.,0
F_000119,기쁨,나의 절친한 친구가 축의금을 엄청 많이 내주어서 기뻐.,0
F_000120,기쁨,내 남자 친구가 사소한 일에도 고맙다며 인사를 해줘서 너무 고마워.,0
F_000121,기쁨,부모님이 남자 친구와의 결혼에 물질적으로 많은 도움을 주셔서 너무 감사해.,0
F_000122,기쁨,남자 친구의 부모님께서 좋은 신혼집을 마련해 주셔서 기뻐.,0
F_000123,기쁨,결혼 전 어머니가 안 계시는 나에게 시어머니께서 엄마처럼 생각해달라고 하셔서 감사해.,0
F_000124,기쁨,일이 바쁜 나를 대신해 엄마가 꼼꼼히 혼수를 골라주어서 감사해.,0
F_000125,기쁨,내 취업을 위해서 뒷바라지 해주시는 부모님을 생각하면 항상 눈물이 나.,0
F_000126,기쁨,오래 준비한 회사에 최종합격했어. 부모님이 많이 좋아하시겠지?,0
F_000127,기쁨,오랜만에 친구를 만났는데 마음고생이 대단해. 안쓰러워 죽겠어.,0
F_000128,기쁨,어제 건강 검진 했는데 아주 깨끗하대.,0
